003001000000|Земли с/х назначения
003002000000|Земли населенных пунктов
003003000000|Земли промышленности
003004000000|Земли ООПТ
003005000000|Земли лесного фонда
003006000000|Земли водного фонда
003007000000|Земли запаса
003008000000|Категория не установлена
