001001000000|Собственность
001002000000|Долевая собственность
001003000000|Совместная собственность
001004000000|Хозяйственное ведение
001005000000|Оперативное управление
001006000000|Пожизненное наследуемое владение
001007000000|Постоянное (бессрочное) пользование
001008000000|Сервитут (право)
001099000000|Иные права
